DateTime;non_flexible_load;dishwasher;washing_dryer;pv_production;purchase_price;sale_price;Price
2018-01-04T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-04T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-04T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-04T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-04T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-05T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-05T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-05T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-05T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-05T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-05T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-05T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-05T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-05T08:00:00;0.50085;0;0;0.45185;0.25;0.03;0
2018-01-05T09:00:00;0.13305;0;0;1.9718;0.25;0.03;0
2018-01-05T10:00:00;0.12995;0;0;2.6229;0.25;0.03;0
2018-01-05T11:00:00;0.5501;0;0;2.97;0.25;0.03;0
2018-01-05T12:00:00;0.585;0;0;2.2367;0.25;0.03;0
2018-01-05T13:00:00;0.2707333333;0;0;2.08435;0.25;0.03;0
2018-01-05T14:00:00;0.2756;0;0;2.0633;0.25;0.03;0
2018-01-05T15:00:00;0.0819;0;0;0.30895;0.25;0.03;0
2018-01-05T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-05T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-05T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-05T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-05T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-05T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-05T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-05T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-06T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-06T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-06T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-06T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-06T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-06T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-06T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-06T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-06T08:00:00;0.50085;0;0;0.1328;0.25;0.03;0
2018-01-06T09:00:00;0.13305;0;0;0.7293;0.25;0.03;0
2018-01-06T10:00:00;0.12995;0;0;1.9716;0.25;0.03;0
2018-01-06T11:00:00;0.5501;0;0;2.49375;0.25;0.03;0
2018-01-06T12:00:00;0.585;0;0;2.24685;0.25;0.03;0
2018-01-06T13:00:00;0.2707333333;0;0;2.81065;0.25;0.03;0
2018-01-06T14:00:00;0.2756;0;0;0.9998;0.25;0.03;0
2018-01-06T15:00:00;0.0819;0;0;0.12515;0.25;0.03;0
2018-01-06T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-06T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-06T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-06T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-06T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-06T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-06T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-06T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-07T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-07T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-07T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-07T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-07T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-07T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-07T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-07T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-07T08:00:00;0.50085;0;0;0.0104;0.25;0.03;0
2018-01-07T09:00:00;0.13305;0;0;1.63205;0.25;0.03;0
2018-01-07T10:00:00;0.12995;0;0;1.1819;0.25;0.03;0
2018-01-07T11:00:00;0.5501;0;0;1.71805;0.25;0.03;0
2018-01-07T12:00:00;0.585;0;0;0.95925;0.25;0.03;0
2018-01-07T13:00:00;0.2707333333;0;0;0.4061;0.25;0.03;0
2018-01-07T14:00:00;0.2756;0;0;0.627;0.25;0.03;0
2018-01-07T15:00:00;0.0819;0;0;0.0177;0.25;0.03;0
2018-01-07T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-07T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-07T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-07T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-07T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-07T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-07T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-07T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-08T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-08T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-08T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-08T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-08T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-08T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-08T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-08T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-08T08:00:00;0.50085;0;0;0.0076;0.25;0.03;0
2018-01-08T09:00:00;0.13305;0;0;0.0989;0.25;0.03;0
2018-01-08T10:00:00;0.12995;0;0;0.065;0.25;0.03;0
2018-01-08T11:00:00;0.5501;0;0;0.1893;0.25;0.03;0
2018-01-08T12:00:00;0.585;0;0;0.1196;0.25;0.03;0
2018-01-08T13:00:00;0.2707333333;0;0;0.16625;0.25;0.03;0
2018-01-08T14:00:00;0.2756;0;0;0.05795;0.25;0.03;0
2018-01-08T15:00:00;0.0819;0;0;0;0.25;0.03;0
2018-01-08T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-08T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-08T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-08T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-08T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-08T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-08T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-08T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-09T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-09T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-09T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-09T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-09T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-09T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-09T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-09T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-09T08:00:00;0.50085;0;0;0.00985;0.25;0.03;0
2018-01-09T09:00:00;0.13305;0;0;0.0817;0.25;0.03;0
2018-01-09T10:00:00;0.12995;0;0;0.1087;0.25;0.03;0
2018-01-09T11:00:00;0.5501;0;0;0.1328;0.25;0.03;0
2018-01-09T12:00:00;0.585;0;0;0.12495;0.25;0.03;0
2018-01-09T13:00:00;0.2707333333;0;0;0.14635;0.25;0.03;0
2018-01-09T14:00:00;0.2756;0;0;0.08355;0.25;0.03;0
2018-01-09T15:00:00;0.0819;0;0;0.06075;0.25;0.03;0
2018-01-09T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-09T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-09T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-09T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-09T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-09T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-09T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-09T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-10T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-10T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-10T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-10T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-10T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-10T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-10T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-10T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-10T08:00:00;0.50085;0;0;0;0.25;0.03;0
2018-01-10T09:00:00;0.13305;0;0;0.73385;0.25;0.03;0
2018-01-10T10:00:00;0.12995;0;0;0.08385;0.25;0.03;0
2018-01-10T11:00:00;0.5501;0;0;0.06725;0.25;0.03;0
2018-01-10T12:00:00;0.585;0;0;0.41845;0.25;0.03;0
2018-01-10T13:00:00;0.2707333333;0;0;0.37165;0.25;0.03;0
2018-01-10T14:00:00;0.2756;0;0;0.13945;0.25;0.03;0
2018-01-10T15:00:00;0.0819;0;0;0.00525;0.25;0.03;0
2018-01-10T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-10T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-10T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-10T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-10T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-10T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-10T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-10T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-11T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-11T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-11T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-11T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-11T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-11T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-11T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-11T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-11T08:00:00;0.50085;0;0;0.1596;0.25;0.03;0
2018-01-11T09:00:00;0.13305;0;0;1.8927;0.25;0.03;0
2018-01-11T10:00:00;0.12995;0;0;1.1549;0.25;0.03;0
2018-01-11T11:00:00;0.5501;0;0;0.26145;0.25;0.03;0
2018-01-11T12:00:00;0.585;0;0;0.23345;0.25;0.03;0
2018-01-11T13:00:00;0.2707333333;0;0;0.2029;0.25;0.03;0
2018-01-11T14:00:00;0.2756;0;0;0.53895;0.25;0.03;0
2018-01-11T15:00:00;0.0819;0;0;0.06425;0.25;0.03;0
2018-01-11T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-11T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-11T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-11T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-11T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-11T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-11T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-11T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-12T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-12T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-12T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-12T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-12T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-12T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-12T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-12T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-12T08:00:00;0.50085;0;0;0;0.25;0.03;0
2018-01-12T09:00:00;0.13305;0;0;0.44275;0.25;0.03;0
2018-01-12T10:00:00;0.12995;0;0;0.0433;0.25;0.03;0
2018-01-12T11:00:00;0.5501;0;0;0.0494;0.25;0.03;0
2018-01-12T12:00:00;0.585;0;0;0.0493;0.25;0.03;0
2018-01-12T13:00:00;0.2707333333;0;0;0.1568;0.25;0.03;0
2018-01-12T14:00:00;0.2756;0;0;0.14925;0.25;0.03;0
2018-01-12T15:00:00;0.0819;0;0;0.031;0.25;0.03;0
2018-01-12T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-12T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-12T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-12T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-12T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-12T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-12T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-12T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-13T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-13T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-13T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-13T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-13T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-13T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-13T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-13T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-13T08:00:00;0.50085;0;0;0.71085;0.25;0.03;0
2018-01-13T09:00:00;0.13305;0;0;0.86965;0.25;0.03;0
2018-01-13T10:00:00;0.12995;0;0;1.28785;0.25;0.03;0
2018-01-13T11:00:00;0.5501;0;0;0.879;0.25;0.03;0
2018-01-13T12:00:00;0.585;0;0;0.26245;0.25;0.03;0
2018-01-13T13:00:00;0.2707333333;0;0;0.34735;0.25;0.03;0
2018-01-13T14:00:00;0.2756;0;0;0.04545;0.25;0.03;0
2018-01-13T15:00:00;0.0819;0;0;0.0053;0.25;0.03;0
2018-01-13T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-13T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-13T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-13T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-13T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-13T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-13T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-13T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-14T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-14T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-14T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-14T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-14T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-14T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-14T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-14T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-14T08:00:00;0.50085;0;0;0.0202;0.25;0.03;0
2018-01-14T09:00:00;0.13305;0;0;0.21745;0.25;0.03;0
2018-01-14T10:00:00;0.12995;0;0;0.7874;0.25;0.03;0
2018-01-14T11:00:00;0.5501;0;0;0.73825;0.25;0.03;0
2018-01-14T12:00:00;0.585;0;0;0.19185;0.25;0.03;0
2018-01-14T13:00:00;0.2707333333;0;0;0.3991;0.25;0.03;0
2018-01-14T14:00:00;0.2756;0;0;1.4859;0.25;0.03;0
2018-01-14T15:00:00;0.0819;0;0;0.3137;0.25;0.03;0
2018-01-14T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-14T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-14T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-14T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-14T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-14T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-14T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-14T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-15T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-15T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-15T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-15T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-15T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-15T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-15T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-15T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-15T08:00:00;0.50085;0;0;0;0.25;0.03;0
2018-01-15T09:00:00;0.13305;0;0;0.1689;0.25;0.03;0
2018-01-15T10:00:00;0.12995;0;0;0.4297;0.25;0.03;0
2018-01-15T11:00:00;0.5501;0;0;0.23785;0.25;0.03;0
2018-01-15T12:00:00;0.585;0;0;0.1999;0.25;0.03;0
2018-01-15T13:00:00;0.2707333333;0;0;0.08785;0.25;0.03;0
2018-01-15T14:00:00;0.2756;0;0;0.18975;0.25;0.03;0
2018-01-15T15:00:00;0.0819;0;0;0.0097;0.25;0.03;0
2018-01-15T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-15T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-15T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-15T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-15T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-15T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-15T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-15T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-16T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-16T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-16T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-16T03:00:00;0.1439;0;0;0;0.2;0.03;0
2018-01-16T04:00:00;0.2850833333;0;0;0;0.2;0.03;0
2018-01-16T05:00:00;0.09895;0;0;0;0.2;0.03;0
2018-01-16T06:00:00;0.18825;0;0;0;0.2;0.03;0
2018-01-16T07:00:00;0.5665333333;0;0;0;0.25;0.03;0
2018-01-16T08:00:00;0.50085;0;0;0.7393;0.25;0.03;0
2018-01-16T09:00:00;0.13305;0;0;0.85425;0.25;0.03;0
2018-01-16T10:00:00;0.12995;0;0;1.3914;0.25;0.03;0
2018-01-16T11:00:00;0.5501;0;0;1.11735;0.25;0.03;0
2018-01-16T12:00:00;0.585;0;0;0.3663;0.25;0.03;0
2018-01-16T13:00:00;0.2707333333;0;0;2.0498;0.25;0.03;0
2018-01-16T14:00:00;0.2756;0;0;0.39655;0.25;0.03;0
2018-01-16T15:00:00;0.0819;0;0;0;0.25;0.03;0
2018-01-16T16:00:00;0.6741166667;0;0;0;0.25;0.03;0
2018-01-16T17:00:00;1.095113;0;0;0;0.25;0.03;0
2018-01-16T18:00:00;0.4807833333;0;1.2;0;0.2;0.03;0
2018-01-16T19:00:00;1.150666667;0;1.2;0;0.2;0.03;0
2018-01-16T20:00:00;0.5282;0.75;1.2;0;0.2;0.03;0
2018-01-16T21:00:00;0.3219;0.75;0;0;0.2;0.03;0
2018-01-16T22:00:00;0.3536166667;0;0;0;0.2;0.03;0
2018-01-16T23:00:00;0.0751;0;0;0;0.2;0.03;0
2018-01-17T00:00:00;0.054;0;0;0;0.2;0.03;0
2018-01-17T01:00:00;0.0695;0;0;0;0.2;0.03;0
2018-01-17T02:00:00;0.11445;0;0;0;0.2;0.03;0
2018-01-17T03:00:00;0.1439;0;0;0;0.2;0.03;0
